kanji,joyo_index,radical,strokes,grade,year_added,english_meaning,on_kana,on_romaji,kun_kana,kun_romaji,unicode,svg_file,heisig_number,heisig_keyword
亜,1,二,7,S,,"sub-, Asia",ア,a,,,u4e9c,u4e9c.svg,,
哀,2,口,9,S,,pathetic,アイ,ai,あわ-れ、あわ-れむ,"awa-re, awa-remu",u54c0,u54c0.svg,,
挨,3,手,10,S,2010,push open,アイ,ai,,,u6328,u6328.svg,,
愛,4,心,13,4,,love,アイ,ai,,,u611b,u611b.svg,,
曖,5,日,17,S,2010,not clear,アイ,ai,,,u66d6,u66d6.svg,,
悪,6,心,11,3,,bad,アク、オ,"aku, o",わる-い,waru-i,u60aa,u60aa.svg,,
握,7,手,12,S,,grip,アク,aku,にぎ-る,nigi-ru,u63e1,u63e1.svg,,
圧,8,土,5,5,,pressure,アツ,atsu,,,u5727,u5727.svg,,
扱,9,手,6,S,,handle,,,あつか-う,atsuka-u,u6271,u6271.svg,,
宛,10,宀,8,S,2010,allocate,,,あ-てる,a-teru,u5b9b,u5b9b.svg,,
嵐,11,山,12,S,2010,storm,,,あらし,arashi,u5d50,u5d50.svg,,
安,12,宀,6,3,,cheap,アン,an,やす-い,yasu-i,u5b89,u5b89.svg,,
案,13,木,10,4,,plan,アン,an,,,u6848,u6848.svg,,
暗,14,日,13,3,,dark,アン,an,くら-い,kura-i,u6697,u6697.svg,,
以,15,人,5,4,,by means of,イ,i,,,u4ee5,u4ee5.svg,,
衣,16,衣,6,4,,clothes,イ,i,ころも,koromo,u8863,u8863.svg,,
位,17,人,7,4,,rank,イ,i,くらい,kurai,u4f4d,u4f4d.svg,,
囲,18,囗,7,5,,surround,イ,i,かこ-む、かこ-う,"kako-mu, kako-u",u56f2,u56f2.svg,,
医,19,酉,7,3,,doctor,イ,i,,,u533b,u533b.svg,,
依,20,人,8,S,,reliant,イ、（エ）,"i, (e)",,,u4f9d,u4f9d.svg,,
委,21,女,8,3,,committee,イ,i,ゆだ-ねる,yuda-neru,u59d4,u59d4.svg,,
威,22,女,9,S,,intimidate,イ,i,,,u5a01,u5a01.svg,,
為,23,爪,9,S,,do,イ,i,,,u70ba,u70ba.svg,,
畏,24,田,9,S,2010,fear,イ,i,おそ-れる,oso-reru,u754f,u754f.svg,,
胃,25,肉,9,6,,stomach,イ,i,,,u80c3,u80c3.svg,,
尉,26,寸,11,S,,military officer,イ,i,,,u5c09,u5c09.svg,,
異,27,田,11,6,,uncommon,イ,i,こと,koto,u7570,u7570.svg,,
移,28,禾,11,5,,shift,イ,i,うつ-る、うつ-す,"utsu-ru, utsu-su",u79fb,u79fb.svg,,
萎,29,艸,11,S,2010,wither,イ,i,な-える,na-eru,u840e,u840e.svg,,
偉,30,人,12,S,,admirable,イ,i,えら-い,era-i,u5049,u5049.svg,,
椅,31,木,12,S,2010,chair,イ,i,,,u6905,u6905.svg,,
彙,32,彐,13,S,2010,same kind,イ,i,,,u5f59,u5f59.svg,,
意,33,心,13,3,,idea,イ,i,,,u610f,u610f.svg,,
違,34,辵,13,S,,differ,イ,i,ちが-う、ちが-える,"chiga-u, chiga-eru",u9055,u9055.svg,,
維,35,糸,14,S,,fiber,イ,i,,,u7dad,u7dad.svg,,
慰,36,心,15,S,,consolation,イ,i,なぐさ-める、なぐさ-む,"nagusa-meru, nagusa-mu",u6170,u6170.svg,,
遺,37,辵,15,6,,bequeath,イ、（ユイ）,"i, (yui)",,,u907a,u907a.svg,,
緯,38,糸,16,S,,horizontal,イ,i,,,u7def,u7def.svg,,
域,39,土,11,6,,range,イキ,iki,,,u57df,u57df.svg,,
育,40,肉,8,3,,nurture,イク,iku,そだ-つ、そだ-てる、はぐく-む,"soda-tsu, soda-teru, haguku-mu",u80b2,u80b2.svg,,
一,41,一,1,1,,one,イチ、イツ,"ichi, itsu",ひと、ひと-つ,"hito, hito-tsu",u4e00,u4e00.svg,,
壱,42,士,7,S,,one (falsification prevention),イチ,ichi,,,u58f1,u58f1.svg,,
逸,43,辵,11,S,,deviate,イツ,itsu,,,u9038,u9038.svg,,
茨,44,艸,9,4,2010,thorn,,,（いばら）[6],(ibara),u8328,u8328.svg,,
芋,45,艸,6,S,,potato,,,いも,imo,u828b,u828b.svg,,
引,46,弓,4,2,,pull,イン,in,ひ-く、ひ-ける,"hi-ku, hi-keru",u5f15,u5f15.svg,,
印,47,卩,6,4,,mark,イン,in,しるし,shirushi,u5370,u5370.svg,,
因,48,囗,6,5,,cause,イン,in,よ-る,yo-ru,u56e0,u56e0.svg,,
咽,49,口,9,S,2010,throat,イン,in,,,u54bd,u54bd.svg,,
姻,50,女,9,S,,matrimony,イン,in,,,u59fb,u59fb.svg,,
員,51,口,10,3,,member,イン,in,,,u54e1,u54e1.svg,,
院,52,阜,10,3,,institution,イン,in,,,u9662,u9662.svg,,
淫,53,水,11,S,2010,lewdness,イン,in,みだ-ら,mida-ra,u6deb,u6deb.svg,,
陰,54,阜,11,S,,shade,イン,in,かげ、かげ-る,"kage, kage-ru",u9670,u9670.svg,,
飲,55,食,12,3,,drink,イン,in,の-む,no-mu,u98f2,u98f2.svg,,
隠,56,阜,14,S,,conceal,イン,in,かく-す、かく-れる,"kaku-su, kaku-reru",u96a0,u96a0.svg,,
韻,57,音,19,S,,rhyme,イン,in,,,u97fb,u97fb.svg,,
右,58,口,5,1,,right (direction),ウ、ユウ,"u, yū",みぎ,migi,u53f3,u53f3.svg,,
宇,59,宀,6,6,,eaves,ウ,u,,,u5b87,u5b87.svg,,
羽,60,羽,6,2,,feather,ウ,u,は、はね,"ha, hane",u7fbd,u7fbd.svg,,
雨,61,雨,8,1,,rain,ウ,u,あめ、（あま）,"ame, (ama)",u96e8,u96e8.svg,,
唄,62,口,10,S,2010,songs with samisen,,,（うた）,(uta),u5504,u5504.svg,,
鬱,63,鬯,29,S,2010,depression,ウツ,utsu,,,u9b31,u9b31.svg,,
畝,64,田,10,S,,furrow,,,うね,une,u755d,u755d.svg,,
浦,65,水,10,S,,bay,,,うら,ura,u6d66,u6d66.svg,,
運,66,辵,12,3,,carry,ウン,un,はこ-ぶ,hako-bu,u904b,u904b.svg,,
雲,67,雨,12,2,,cloud,ウン,un,くも,kumo,u96f2,u96f2.svg,,
永,68,水,5,5,,eternity,エイ,ei,なが-い,naga-i,u6c38,u6c38.svg,,
泳,69,水,8,3,,swim,エイ,ei,およ-ぐ,oyo-gu,u6cf3,u6cf3.svg,,
英,70,艸,8,4,,England,エイ,ei,,,u82f1,u82f1.svg,,
映,71,日,9,6,,reflect,エイ,ei,うつ-る、うつ-す、は-える,"utsu-ru, utsu-su, ha-eru",u6620,u6620.svg,,
栄,72,木,9,4,,prosperity,エイ,ei,さか-える、は-え、は-える,"saka-eru, ha-e, ha-eru",u6804,u6804.svg,,
営,73,火,12,5,,manage,エイ,ei,いとな-む,itona-mu,u55b6,u55b6.svg,,
詠,74,言,12,S,,recitation,エイ,ei,よ-む,yo-mu,u8a60,u8a60.svg,,
影,75,彡,15,S,,shadow,エイ,ei,かげ,kage,u5f71,u5f71.svg,,
鋭,76,金,15,S,,pointed,エイ,ei,するど-い,surudo-i,u92ed,u92ed.svg,,
衛,77,行,16,5,,defense,エイ,ei,,,u885b,u885b.svg,,
易,78,日,8,5,,easy,エキ、イ,"eki, i",やさ-しい,yasa-shii,u6613,u6613.svg,,
疫,79,疒,9,S,,epidemic,エキ、（ヤク）,"eki, (yaku)",,,u75ab,u75ab.svg,,
益,80,皿,10,5,,benefit,エキ、（ヤク）,"eki, (yaku)",,,u76ca,u76ca.svg,,
液,81,水,11,5,,fluid,エキ,eki,,,u6db2,u6db2.svg,,
駅,82,馬,14,3,,station,エキ,eki,,,u99c5,u99c5.svg,,
悦,83,心,10,S,,ecstasy,エツ,etsu,,,u60a6,u60a6.svg,,
越,84,走,12,S,,cross over,エツ,etsu,こ-す、こ-える,"ko-su, ko-eru",u8d8a,u8d8a.svg,,
謁,85,言,15,S,,audience,エツ,etsu,,,u8b01,u8b01.svg,,
閲,86,門,15,S,,review,エツ,etsu,,,u95b2,u95b2.svg,,
円,87,囗,4,1,,"round, yen",エン,en,まる-い,maru-i,u5186,u5186.svg,,
延,88,廴,8,6,,prolong,エン,en,の-びる、の-べる、の-ばす,"no-biru, no-beru, no-basu",u5ef6,u5ef6.svg,,
沿,89,水,8,6,,run alongside,エン,en,そ-う,so-u,u6cbf,u6cbf.svg,,
炎,90,火,8,S,,inflammation,エン,en,ほのお,honoo,u708e,u708e.svg,,
怨,91,心,9,S,2010,grudge,エン、オン,"en, on",,,u6028,u6028.svg,,
宴,92,宀,10,S,,banquet,エン,en,,,u5bb4,u5bb4.svg,,
媛,93,女,12,4,2010,"princess, beautiful woman",エン,en,,,u5a9b,u5a9b.svg,,
援,94,手,12,S,,aid,エン,en,,,u63f4,u63f4.svg,,
園,95,囗,13,2,,garden,エン,en,その,sono,u5712,u5712.svg,,
煙,96,火,13,S,,smoke,エン,en,けむ-る、けむり、けむ-い,"kemu-ru, kemuri, kemu-i",u7159,u7159.svg,,
猿,97,犬,13,S,1981,monkey,エン,en,さる,saru,u733f,u733f.svg,,
遠,98,辵,13,2,,far,エン、（オン）,"en, (on)",とお-い,too-i,u9060,u9060.svg,,
鉛,99,金,13,S,,lead,エン,en,なまり,namari,u925b,u925b.svg,,
塩,100,鹵,13,4,,salt,エン,en,しお,shio,u5869,u5869.svg,,
演,101,水,14,5,,perform,エン,en,,,u6f14,u6f14.svg,,
縁,102,糸,15,S,,affinity,エン,en,ふち,fuchi,u7e01,u7e01.svg,,
艶,103,色,19,S,2010,glossy,エン,en,つや,tsuya,u8276,u8276.svg,,
汚,104,水,6,S,,dirty,オ,o,けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い,"kega-su, kega-reru, kega-rawashii, yogo-su, yogo-reru, kitana-i",u6c5a,u6c5a.svg,,
王,105,玉,4,1,,king,オウ,ō,,,u738b,u738b.svg,,
凹,106,凵,5,S,1981,concave,オウ,ō,,,u51f9,u51f9.svg,,
央,107,大,5,3,,center,オウ,ō,,,u592e,u592e.svg,,
応,108,心,7,5,,respond,オウ,ō,こた-える,kota-eru,u5fdc,u5fdc.svg,,
往,109,彳,8,5,,outward journey,オウ,ō,,,u5f80,u5f80.svg,,
押,110,手,8,S,,pushed,オウ,ō,お-す、お-さえる,"o-su, o-saeru",u62bc,u62bc.svg,,
旺,111,日,8,S,2010,flourishing,オウ,ō,,,u65fa,u65fa.svg,,
欧,112,欠,8,S,,Europe,オウ,ō,,,u6b27,u6b27.svg,,
殴,113,殳,8,S,,assault,オウ,ō,なぐ-る,nagu-ru,u6bb4,u6bb4.svg,,
桜,114,木,10,5,,cherry tree,オウ,ō,さくら,sakura,u685c,u685c.svg,,
翁,115,羽,10,S,,venerable old man,オウ,ō,,,u7fc1,u7fc1.svg,,
奥,116,大,12,S,,heart,オウ,ō,おく,oku,u5965,u5965.svg,,
横,117,木,15,3,,side,オウ,ō,よこ,yoko,u6a2a,u6a2a.svg,,
岡,118,山,8,4,2010,hill,,,（おか）[6],(oka),u5ca1,u5ca1.svg,,
屋,119,尸,9,3,,roof,オク,oku,や,ya,u5c4b,u5c4b.svg,,
億,120,人,15,4,,hundred million,オク,oku,,,u5104,u5104.svg,,
憶,121,心,16,S,,recollection,オク,oku,,,u61b6,u61b6.svg,,
臆,122,肉,17,S,2010,timidity,オク,oku,,,u81c6,u81c6.svg,,
虞,123,虍,13,S,,uneasiness,,,おそれ,osore,u865e,u865e.svg,,
乙,124,乙,1,S,,the latter,オツ,otsu,,,u4e59,u4e59.svg,,
俺,125,人,10,S,2010,"I, we, myself",,,おれ,ore,u4ffa,u4ffa.svg,,
卸,126,卩,9,S,,wholesale,,,おろ-す、おろし,"oro-su, oroshi",u5378,u5378.svg,,
音,127,音,9,1,,sound,オン、イン,"on, in",おと、ね,"oto, ne",u97f3,u97f3.svg,,
恩,128,心,10,6,,grace,オン,on,,,u6069,u6069.svg,,
温,129,水,12,3,,warm,オン,on,あたた-か、あたた-かい、あたた-まる、あたた-める,"atata-ka, atata-kai, atata-maru, atata-meru",u6e29,u6e29.svg,,
穏,130,禾,16,S,,calm,オン,on,おだ-やか,oda-yaka,u7a4f,u7a4f.svg,,
下,131,一,3,1,,below,カ、ゲ,"ka, ge",した、しも、もと、さ-げる、さ-がる、くだ-る、くだ-す、くだ-さる、お-ろす、お-りる,"shita, shimo, moto, sa-geru, sa-garu, kuda-ru, kuda-su, kuda-saru, o-rosu, o-riru",u4e0b,u4e0b.svg,,
化,132,匕,4,3,,change,カ、ケ,"ka, ke",ば-ける、ば-かす,"ba-keru, ba-kasu",u5316,u5316.svg,,
火,133,火,4,1,,fire,カ,ka,ひ、（ほ）,"hi, (ho)",u706b,u706b.svg,,
加,134,力,5,4,,add,カ,ka,くわ-える、くわ-わる,"kuwa-eru, kuwa-waru",u52a0,u52a0.svg,,
可,135,口,5,5,,possible,カ,ka,,,u53ef,u53ef.svg,,
仮,136,人,6,5,,temporary,カ、（ケ）,"ka, (ke)",かり,kari,u4eee,u4eee.svg,,
何,137,人,7,2,,what,カ,ka,なに、（なん）,"nani, (nan)",u4f55,u4f55.svg,,
花,138,艸,7,1,,flower,カ,ka,はな,hana,u82b1,u82b1.svg,,
佳,139,人,8,S,,excellent,カ,ka,,,u4f73,u4f73.svg,,
価,140,人,8,5,,value,カ,ka,あたい,atai,u4fa1,u4fa1.svg,,
果,141,木,8,4,,fruit,カ,ka,は-たす、は-てる、は-て,"ha-tasu, ha-teru, ha-te",u679c,u679c.svg,,
河,142,水,8,5,,river,カ,ka,かわ,kawa,u6cb3,u6cb3.svg,,
苛,143,艸,8,S,2010,torment,カ,ka,,,u82db,u82db.svg,,
科,144,禾,9,2,,section,カ,ka,,,u79d1,u79d1.svg,,
架,145,木,9,S,,rack,カ,ka,か-ける、か-かる,"ka-keru, ka-karu",u67b6,u67b6.svg,,
夏,146,夊,10,2,,summer,カ、（ゲ）,"ka, (ge)",なつ,natsu,u590f,u590f.svg,,
家,147,宀,10,2,,house,カ、ケ,"ka, ke",いえ、や,"ie, ya",u5bb6,u5bb6.svg,,
荷,148,艸,10,3,,luggage,カ,ka,に,ni,u8377,u8377.svg,,
華,149,艸,10,S,,splendor,カ、（ケ）,"ka, (ke)",はな,hana,u83ef,u83ef.svg,,
菓,150,艸,11,S,,confectionery,カ,ka,,,u83d3,u83d3.svg,,
貨,151,貝,11,4,,freight,カ,ka,,,u8ca8,u8ca8.svg,,
渦,152,水,12,S,1981,whirlpool,カ,ka,うず,uzu,u6e26,u6e26.svg,,
過,153,辵,12,5,,go beyond,カ,ka,す-ぎる、す-ごす、あやま-つ、あやま-ち,"su-giru, su-gosu, ayama-tsu, ayama-chi",u904e,u904e.svg,,
嫁,154,女,13,S,,marry into,カ,ka,よめ、とつ-ぐ,"yome, totsu-gu",u5ac1,u5ac1.svg,,
暇,155,日,13,S,,spare time,カ,ka,ひま,hima,u6687,u6687.svg,,
禍,156,示,13,S,,calamity,カ,ka,,,u798d,u798d.svg,,
靴,157,革,13,S,1981,shoes,カ,ka,くつ,kutsu,u9774,u9774.svg,,
寡,158,宀,14,S,,widow,カ,ka,,,u5be1,u5be1.svg,,
歌,159,欠,14,2,,song,カ,ka,うた、うた-う,"uta, uta-u",u6b4c,u6b4c.svg,,
箇,160,竹,14,S,,counters for things,カ,ka,,,u7b87,u7b87.svg,,
稼,161,禾,15,S,1981,earnings,カ,ka,かせ-ぐ,kase-gu,u7a3c,u7a3c.svg,,
課,162,言,15,4,,section,カ,ka,,,u8ab2,u8ab2.svg,,
蚊,163,虫,10,S,,mosquito,,,か,ka,u868a,u868a.svg,,
牙,164,牙,4,S,2010,tusk,ガ、（ゲ）,"ga, (ge)",きば,kiba,u7259,u7259.svg,,
瓦,165,瓦,5,S,2010,tile,ガ,ga,かわら,kawara,u74e6,u74e6.svg,,
我,166,戈,7,6,,"ego, I, we",ガ,ga,われ、わ,"ware, wa",u6211,u6211.svg,,
画,167,田,8,2,,tableau,ガ、カク,"ga, kaku",,,u753b,u753b.svg,,
芽,168,艸,8,4,,bud,ガ,ga,め,me,u82bd,u82bd.svg,,
賀,169,貝,12,4,,congratulations,ガ,ga,,,u8cc0,u8cc0.svg,,
雅,170,隹,13,S,,gracious,ガ,ga,,,u96c5,u96c5.svg,,
餓,171,食,15,S,,starve,ガ,ga,,,u9913,u9913.svg,,
介,172,人,4,S,,jammed in,カイ,kai,,,u4ecb,u4ecb.svg,,
回,173,囗,6,2,,times,カイ、（エ）,"kai, (e)",まわ-る、まわ-す,"mawa-ru, mawa-su",u56de,u56de.svg,,
灰,174,火,6,6,,ashes,カイ,kai,はい,hai,u7070,u7070.svg,,
会,175,曰,6,2,,association,カイ、エ,"kai, e",あ-う,a-u,u4f1a,u4f1a.svg,,
快,176,心,7,5,,cheerful,カイ,kai,こころよ-い,kokoroyo-i,u5feb,u5feb.svg,,
戒,177,戈,7,S,,commandment,カイ,kai,いまし-める,imashi-meru,u6212,u6212.svg,,
改,178,攴,7,4,,reformation,カイ,kai,あらた-める、あらた-まる,"arata-meru, arata-maru",u6539,u6539.svg,,
怪,179,心,8,S,,suspicious,カイ,kai,あや-しい、あや-しむ,"aya-shii, aya-shimu",u602a,u602a.svg,,
拐,180,手,8,S,1981,kidnap,カイ,kai,,,u62d0,u62d0.svg,,
悔,181,心,9,S,,repent,カイ,kai,く-いる、く-やむ、くや-しい,"ku-iru, ku-yamu, kuya-shii",u6094,u6094.svg,,
海,182,水,9,2,,sea,カイ,kai,うみ,umi,u6d77,u6d77.svg,,
界,183,田,9,3,,world,カイ,kai,,,u754c,u754c.svg,,
皆,184,白,9,S,,all,カイ,kai,みな,mina,u7686,u7686.svg,,
械,185,木,11,4,,contraption,カイ,kai,,,u68b0,u68b0.svg,,
絵,186,糸,12,2,,picture,カイ、エ,"kai, e",,,u7d75,u7d75.svg,,
開,187,門,12,3,,open,カイ,kai,ひら-く、ひら-ける、あ-く、あ-ける,"hira-ku, hira-keru, a-ku, a-keru",u958b,u958b.svg,,
階,188,阜,12,3,,floor of a building,カイ,kai,,,u968e,u968e.svg,,
塊,189,土,13,S,,clod,カイ,kai,かたまり,katamari,u584a,u584a.svg,,
楷,190,木,13,S,2010,square character style,カイ,kai,,,u6977,u6977.svg,,
解,191,角,13,5,,untie,カイ、ゲ,"kai, ge",と-く、と-かす、と-ける,"to-ku, to-kasu, to-keru",u89e3,u89e3.svg,,
潰,192,水,15,S,2010,crush,カイ,kai,つぶ-す、つぶ-れる,"tsubu-su, tsubu-reru",u6f70,u6f70.svg,,
壊,193,土,16,S,,demolition,カイ,kai,こわ-す、こわ-れる,"kowa-su, kowa-reru",u58ca,u58ca.svg,,
懐,194,心,16,S,,pocket,カイ,kai,ふところ、なつ-かしい、なつ-かしむ、なつ-く、なつ-ける,"futokoro, natsu-kashii, natsu-kashimu, natsu-ku, natsu-keru",u61d0,u61d0.svg,,
諧,195,言,16,S,2010,harmony,カイ,kai,,,u8ae7,u8ae7.svg,,
貝,196,貝,7,1,,shellfish,,,かい,kai,u8c9d,u8c9d.svg,,
外,197,夕,5,2,,outside,ガイ、ゲ,"gai, ge",そと、ほか、はず-す、はず-れる,"soto, hoka, hazu-su, hazu-reru",u5916,u5916.svg,,
劾,198,力,8,S,,censure,ガイ,gai,,,u52be,u52be.svg,,
害,199,宀,10,4,,harm,ガイ,gai,,,u5bb3,u5bb3.svg,,
崖,200,山,11,S,2010,cliff,ガイ,gai,がけ,gake,u5d16,u5d16.svg,,
涯,201,水,11,S,1981,horizon,ガイ,gai,,,u6daf,u6daf.svg,,
街,202,行,12,4,,street,ガイ、（カイ）,"gai, (kai)",まち,machi,u8857,u8857.svg,,
慨,203,心,13,S,,rue,ガイ,gai,,,u6168,u6168.svg,,
蓋,204,艸,13,S,2010,cover,ガイ,gai,ふた,futa,u84cb,u84cb.svg,,
該,205,言,13,S,,above-stated,ガイ,gai,,,u8a72,u8a72.svg,,
概,206,木,14,S,,outline,ガイ,gai,,,u6982,u6982.svg,,
骸,207,骨,16,S,2010,dead remains,ガイ,gai,,,u9ab8,u9ab8.svg,,
垣,208,土,9,S,1981,hedge,,,かき,kaki,u57a3,u57a3.svg,,
柿,209,木,9,S,2010,persimmon,,,かき,kaki,u67ff,u67ff.svg,,
各,210,口,6,4,,each,カク,kaku,おのおの,onoono,u5404,u5404.svg,,
角,211,角,7,2,,angle,カク,kaku,かど、つの,"kado, tsuno",u89d2,u89d2.svg,,
拡,212,手,8,6,,broaden,カク,kaku,,,u62e1,u62e1.svg,,
革,213,革,9,6,,leather,カク,kaku,かわ,kawa,u9769,u9769.svg,,
格,214,木,10,5,,status,カク、（コウ）,"kaku, (kō)",,,u683c,u683c.svg,,
核,215,木,10,S,,nucleus,カク,kaku,,,u6838,u6838.svg,,
殻,216,殳,11,S,1981,husk,カク,kaku,から,kara,u6bbb,u6bbb.svg,,
郭,217,邑,11,S,,enclosure,カク,kaku,,,u90ed,u90ed.svg,,
覚,218,見,12,4,,memorize,カク,kaku,おぼ-える、さ-ます、さ-める,"obo-eru, sa-masu, sa-meru",u899a,u899a.svg,,
較,219,車,13,S,,contrast,カク,kaku,,,u8f03,u8f03.svg,,
隔,220,阜,13,S,,isolate,カク,kaku,へだ-てる、へだ-たる,"heda-teru, heda-taru",u9694,u9694.svg,,
閣,221,門,14,6,,tall,カク,kaku,,,u95a3,u95a3.svg,,
確,222,石,15,5,,certain,カク,kaku,たし-か、たし-かめる,"tashi-ka, tashi-kameru",u78ba,u78ba.svg,,
獲,223,犬,16,S,,seize,カク,kaku,え-る,e-ru,u7372,u7372.svg,,
嚇,224,口,17,S,,menacing,カク,kaku,,,u5687,u5687.svg,,
穫,225,禾,18,S,,harvest,カク,kaku,,,u7a6b,u7a6b.svg,,
学,226,子,8,1,,study,ガク,gaku,まな-ぶ,mana-bu,u5b66,u5b66.svg,,
岳,227,山,8,S,,point,ガク,gaku,たけ,take,u5cb3,u5cb3.svg,,
楽,228,木,13,2,,pleasure,ガク、ラク,"gaku, raku",たの-しい、たの-しむ,"tano-shii, tano-shimu",u697d,u697d.svg,,
額,229,頁,18,5,,amount,ガク,gaku,ひたい,hitai,u984d,u984d.svg,,
顎,230,頁,18,S,2010,jaw,ガク,gaku,あご,ago,u984e,u984e.svg,,
掛,231,手,11,S,,hang,,,か-ける、か-かる、かかり,"ka-keru, ka-karu, kakari",u639b,u639b.svg,,
潟,232,水,15,4,1981,lagoon,,,かた,kata,u6f5f,u6f5f.svg,,
括,233,手,9,S,,fasten,カツ,katsu,,,u62ec,u62ec.svg,,
活,234,水,9,2,,active,カツ,katsu,,,u6d3b,u6d3b.svg,,
喝,235,口,11,S,1981,hoarse,カツ,katsu,,,u559d,u559d.svg,,
渇,236,水,11,S,,thirst,カツ,katsu,かわ-く,kawa-ku,u6e07,u6e07.svg,,
割,237,刀,12,6,,divide,カツ,katsu,わ-る、わり、わ-れる、さ-く,"wa-ru, wari, wa-reru, sa-ku",u5272,u5272.svg,,
葛,238,艸,12,S,2010,arrowroot,カツ,katsu,くず,kuzu,u845b,u845b.svg,,
滑,239,水,13,S,,slippery,カツ、コツ,"katsu, kotsu",すべ-る、なめ-らか,"sube-ru, name-raka",u6ed1,u6ed1.svg,,
褐,240,衣,13,S,1981,brown,カツ,katsu,,,u8910,u8910.svg,,
轄,241,車,17,S,,control,カツ,katsu,,,u8f44,u8f44.svg,,
且,242,一,5,S,,moreover,,,か-つ,ka-tsu,u4e14,u4e14.svg,,
株,243,木,10,6,,stocks,,,かぶ,kabu,u682a,u682a.svg,,
釜,244,金,10,S,2010,kettle,,,かま,kama,u91dc,u91dc.svg,,
鎌,245,金,18,S,2010,sickle,,,かま,kama,u938c,u938c.svg,,
刈,246,刀,4,S,,reap,,,か-る,ka-ru,u5208,u5208.svg,,
干,247,干,3,6,,dry,カン,kan,ほ-す、ひ-る,"ho-su, hi-ru",u5e72,u5e72.svg,,
刊,248,刀,5,5,,publish,カン,kan,,,u520a,u520a.svg,,
甘,249,甘,5,S,,sweet,カン,kan,あま-い、あま-える、あま-やかす,"ama-i, ama-eru, ama-yakasu",u7518,u7518.svg,,
汗,250,水,6,S,,sweat,カン,kan,あせ,ase,u6c57,u6c57.svg,,
缶,251,缶,6,S,1981,tin can,カン,kan,,,u7f36,u7f36.svg,,
完,252,宀,7,4,,perfect,カン,kan,,,u5b8c,u5b8c.svg,,
肝,253,肉,7,S,,liver,カン,kan,きも,kimo,u809d,u809d.svg,,
官,254,宀,8,4,,government official,カン,kan,,,u5b98,u5b98.svg,,
冠,255,冖,9,S,,crown,カン,kan,かんむり,kanmuri,u51a0,u51a0.svg,,
巻,256,卩,9,6,,scroll,カン,kan,ま-く、まき,"ma-ku, maki",u5dfb,u5dfb.svg,,
看,257,目,9,6,,watch over,カン,kan,,,u770b,u770b.svg,,
陥,258,阜,10,S,,collapse,カン,kan,おちい-る、おとしい-れる,"ochii-ru, otoshii-reru",u9665,u9665.svg,,
乾,259,乙,11,S,,dry,カン,kan,かわ-く、かわ-かす,"kawa-ku, kawa-kasu",u4e7e,u4e7e.svg,,
勘,260,力,11,S,,intuition,カン,kan,,,u52d8,u52d8.svg,,
患,261,心,11,S,,afflicted,カン,kan,わずら-う,wazura-u,u60a3,u60a3.svg,,
貫,262,貝,11,S,,pierce,カン,kan,つらぬ-く,tsuranu-ku,u8cab,u8cab.svg,,
寒,263,宀,12,3,,cold,カン,kan,さむ-い,samu-i,u5bd2,u5bd2.svg,,
喚,264,口,12,S,,yell,カン,kan,,,u559a,u559a.svg,,
堪,265,土,12,S,,withstand,カン,kan,た-える,ta-eru,u582a,u582a.svg,,
換,266,手,12,S,,interchange,カン,kan,か-える、か-わる,"ka-eru, ka-waru",u63db,u63db.svg,,
敢,267,攴,12,S,,daring,カン,kan,,,u6562,u6562.svg,,
棺,268,木,12,S,,coffin,カン,kan,,,u68fa,u68fa.svg,,
款,269,欠,12,S,,goodwill,カン,kan,,,u6b3e,u6b3e.svg,,
間,270,門,12,2,,interval,カン、ケン,"kan, ken",あいだ、ま,"aida, ma",u9593,u9593.svg,,
閑,271,門,12,S,,leisure,カン,kan,,,u9591,u9591.svg,,
勧,272,力,13,S,,persuade,カン,kan,すす-める,susu-meru,u52e7,u52e7.svg,,
寛,273,宀,13,S,,tolerant,カン,kan,,,u5bdb,u5bdb.svg,,
幹,274,干,13,5,,tree-trunk,カン,kan,みき,miki,u5e79,u5e79.svg,,
感,275,心,13,3,,feeling,カン,kan,,,u611f,u611f.svg,,
漢,276,水,13,3,,China,カン,kan,,,u6f22,u6f22.svg,,
慣,277,心,14,5,,accustomed,カン,kan,な-れる、な-らす,"na-reru, na-rasu",u6163,u6163.svg,,
管,278,竹,14,4,,pipe,カン,kan,くだ,kuda,u7ba1,u7ba1.svg,,
関,279,門,14,4,,related,カン,kan,せき、かか-わる,"seki, kaka-waru",u95a2,u95a2.svg,,
歓,280,欠,15,S,,delight,カン,kan,,,u6b53,u6b53.svg,,
監,281,皿,15,S,,oversee,カン,kan,,,u76e3,u76e3.svg,,
緩,282,糸,15,S,,slacken,カン,kan,ゆる-い、ゆる-やか、ゆる-む、ゆる-める,"yuru-i, yuru-yaka, yuru-mu, yuru-meru",u7de9,u7de9.svg,,
憾,283,心,16,S,,remorse,カン,kan,,,u61be,u61be.svg,,
還,284,辵,16,S,,send back,カン,kan,,,u9084,u9084.svg,,
館,285,食,16,3,,public building,カン,kan,やかた,yakata,u9928,u9928.svg,,
環,286,玉,17,S,,ring,カン,kan,,,u74b0,u74b0.svg,,
簡,287,竹,18,6,,simplicity,カン,kan,,,u7c21,u7c21.svg,,
観,288,見,18,4,,observe,カン,kan,,,u89b3,u89b3.svg,,
