kanji,heisig_number,heisig_keyword,heisig_components,kml_primitives,primitive_count,cluster_components,collapse_to
割,1673,proportion,harm; mansion; house; grow up; mouth; sword; sabre; saber,口,1,proportion,
憲,1674,constitution,mansion; house; grow up; eye; cross-eyed; net; heart,目,1,constitution,
生,1675,life,This is Your Life; cell; drop; grow up,丶,1,life,
星,1676,star,sun; life; This is Your Life; cell; drop; grow up,日|丶,2,star,
醒,1677,awakening,whiskey bottle; star; sun; life; This is Your Life; cell; drop; grow up,日|丶,2,awakening,
姓,1678,surname,woman; life; This is Your Life; cell; drop; grow up,女|丶,2,surname,
性,1679,sex,Freud; state of mind; life; This is Your Life; cell; drop; grow up,丶,1,sex,
牲,1680,animal sacrifice,cow; life; This is Your Life; cell; drop; grow up,丶,1,animal sacrifice,
産,1681,products,vase; stand up; cliff; life; This is Your Life; cell; drop; grow up,cliff|丶,2,products,
隆,1682,hump,pinnacle; parthenon; acropolis; walking legs; life; This is Your Life; cell; drop; grow up,丶,1,hump,
峰,1683,summit,mountain; Segway; Macbeth; walking legs; bushes,,0,summit,
蜂,1684,bee,insect; Segway; Macbeth; walking legs; bushes,,0,bee,
縫,1685,sew,thread; spiderman; tryst; Segway; Macbeth; walking legs; bushes; road,糸,1,sew,
拝,1686,worship,finger; fingers; one; ceiling; bushes,一,1,worship,
寿,1687,longevity,bushes; glue,,0,longevity,
鋳,1688,casting,metal; gold; longevity; bushes; glue,金,1,casting,
籍,1689,enroll,bamboo; christmas tree; wood; once upon a time; storyteller,木,1,enroll,
春,1690,springtime,bonsai; sun;sun,1,,springtime,
椿,1691,camellia,tree; wood; springtime; bonsai; sun;tree; sun,2,,camellia,
泰,1692,peaceful,bonsai; grains of rice,,0,peaceful,
奏,1693,play music,bonsai; heavens,,0,play music,
実,1694,reality,house; bonsai,,0,reality,
奉,1695,dedicate,observance; bonsai; cornstalk,,0,dedicate,
俸,1696,stipend,person; observance; dedicate; bonsai; cornstalk,人,1,stipend,
棒,1697,rod,tree; wood; observance; dedicate; bonsai; cornstalk,木,1,rod,
謹,1698,discreet,say; words; keitai; mouth; cabbage; flowers; mouth; grow up,口,1,discreet,
僅,1699,trifle,person; cabbage; flowers; mouth; grow up,人|口,2,trifle,
勤,1700,diligence,cabbage; flowers; mouth; grow up; power; muscle; arnold,口,1,diligence,
漢,1701,Sino-,sino; water; water droplets; water pistol; scarecrow; flowers; mouth; husband,水|口,2,Sino-,
嘆,1702,sigh,mouth; scarecrow; flowers; mouth; husband,口,1,sigh,
難,1703,difficult,scarecrow; flowers; mouth; husband; turkey,口,1,difficult,
華,1704,splendor,flowers; silage; ten; needle,十,1,splendor,
垂,1705,droop,drop; silage; walking cane; stick; one; floor,丶|一,2,droop,
唾,1706,saliva,mouth; droop; drop; silage; one; floor,口|丶|一,3,saliva,
睡,1707,drowsy,eye; droop; drop; silage; walking cane; stick; one; floor,目|丶|一,3,drowsy,
錘,1708,spindle,metal; gold; droop; drop; silage; walking cane; stick; one; floor,金|丶|一,3,spindle,
乗,1709,ride,wheat; cereal; silage,,0,ride,
剰,1710,surplus,ride; wheat; cereal; silage; sword; sabre; saber,,0,surplus,
今,1711,now,meeting; umbrella; one,一,1,now,
含,1712,include,now; clock; mouth,口,1,include,
貪,1713,covet,,,0,covet,
吟,1714,versify,mouth; now; clock,口,1,versify,
念,1715,wish,now; clock; heart,,0,wish,
捻,1716,wrench,finger; fingers; wish; wishbone; now; clock; heart,,0,wrench,
琴,1717,harp,king; jewel; ball; now; clock,ball,1,harp,
陰,1718,shade,pinnacle; parthenon; acropolis; now; clock; rising cloud; two; elbow; wall,一,1,shade,
予,1719,beforehand,halberd with stroke missing,,0,beforehand,
序,1720,preface,cave; beforehand,,0,preface,
預,1721,deposit,beforehand; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,一|丶|貝|目|legs|split,6,deposit,
野,1722,plains,computer; beforehand,,0,plains,
兼,1723,concurrently,animal horns; rake; stick,,0,concurrently,
嫌,1724,dislike,woman; concurrently; animal horns; rake,女,1,dislike,
鎌,1725,sickle,metal; gold; concurrently; animal horns; rake,金,1,sickle,
謙,1726,self-effacing,say; words; keitai; mouth; concurrently; animal horns; rake,口,1,self-effacing,
廉,1727,bargain,cave; concurrently; animal horns; rake,,0,bargain,
西,1728,west,one; four,一,1,west,
価,1729,value,person; old west,人,1,value,
要,1730,need,old west; woman,女,1,need,
腰,1731,loins,moon; need; old west; woman,月|女,3,loins,
票,1732,ballot,old west; altar; show; two; small,一|小,2,ballot,
漂,1733,drift,water; water droplets; water pistol; ballot; old west; altar; show; two; small,水|一|小,3,drift,
標,1734,signpost,tree; wood; ballot; old west; altar; show; two; small,木|一|小,3,signpost,
栗,1735,chestnut,old west; tree; wood,木,1,chestnut,
慄,1736,shudder,,,0,shudder,
遷,1737,transition,old west; large; St. Bernard; snake; self; road,,0,transition,
覆,1738,capsize,old west; restore; Nelson; column; going; line; fold back; double back; reclining; lying down; sun; walking legs,一|日,2,capsize,
煙,1739,smoke,hearth fire; old west; soil; dirt; ground,土,1,smoke,
南,1740,south,ten; needle; belt; happiness; ten; needle; stand up; vase,十,1,south,
楠,1741,camphor tree,tree; wood; south; ten; needle; belt; happiness; ten; needle; stand up; vase,木|十,2,camphor tree,
献,1742,offering,south; ten; needle; belt; happiness; ten; needle; stand up; vase; chihuahua; dog; large; drop,十|丶,2,offering,
門,1743,gates,,,0,gates,
問,1744,question,gates; mouth,口,1,question,
閲,1745,review,gates; devil; horns; elder brother; teenager; mouth; human legs,horns|口|legs,3,review,
閥,1746,clique,gates; fell; person; fiesta,人,1,clique,
間,1747,interval,gates; sun;sun,1,,interval,
闇,1748,pitch dark,gates; sound; vase; stand up; sun;sun,1,,pitch dark,
簡,1749,simplicity,bamboo; interval; gates; sun;sun,1,,simplicity,
開,1750,open,gates; two hands,,0,open,
閉,1751,closed,gates; genie,,0,closed,
閣,1752,tower,gates; each; walking legs; mouth,口,1,tower,
閑,1753,leisure,gates; tree; wood,木,1,leisure,
聞,1754,hear,gates; ear,,0,hear,
潤,1755,wet,water; water droplets; water pistol; intercalate; gates; king; jewel; ball,水|ball,2,wet,
欄,1756,column,tree; wood; gates; east; tree; wood; sun;tree; sun,2,,column,
闘,1757,fight,gates; beans; table; one; mouth; glue,一|口,2,fight,
倉,1758,godown,meeting; single gate; umbrella; stable door; mouth,口,1,godown,
創,1759,genesis,godown; meeting; single gate; umbrella; stable door; mouth; sword; sabre; saber,口,1,genesis,
非,1760,un-,jail cell; prison bars,,0,un-,
俳,1761,haiku,person; un-; jail cell; prison bars,人,1,haiku,
排,1762,repudiate,finger; fingers; un-; jail cell; prison bars,,0,repudiate,
悲,1763,sad,un-; jail cell; prison bars; heart,,0,sad,
罪,1764,guilt,eye; cross-eyed; net; un-; jail cell; prison bars,目,1,guilt,
輩,1765,comrade,un-; jail cell; prison bars; car,,0,comrade,
扉,1766,front door,door; one; ceiling; flag; un-; jail cell; prison bars,一,1,front door,
侯,1767,marquis,person; key; dart; drop; heavens,人|丶,2,marquis,
喉,1768,throat,mouth; marquis; person; key; dart; drop; heavens,口|人|丶,3,throat,
候,1769,climate,marquis; person; stick; fred astaire; key; dart; drop; heavens,人|丶,2,climate,
決,1770,decide,water; water droplets; water pistol; guillotine; key; St. Bernard,水,1,decide,
快,1771,cheerful,Freud; state of mind; guillotine; key; St. Bernard,,0,cheerful,
偉,1772,admirable,person; locket; stick; key; mouth; monocle; sunglasses with one lens missing,人|口,2,admirable,
違,1773,difference,locket; stick; key; mouth; monocle; sunglasses with one lens missing; road,口,1,difference,
緯,1774,horizontal,thread; spiderman; locket; stick; key; mouth; monocle; sunglasses with one lens missing,糸|口,2,horizontal,
衛,1775,defense,defence; boulevard; going; locket; stick; key; mouth; monocle; sunglasses with one lens missing,口,1,defense,
韓,1776,Korea,korea; mist; ten; needle; early; sun; locket; stick; key; mouth; monocle; sunglasses with one lens missing,十|日|口,3,Korea,
干,1777,dry,clothesline,,0,dry,
肝,1778,liver,moon; dry; clothesline,月,2,liver,
刊,1779,publish,dry; clothesline; sword; sabre; saber,,0,publish,
汗,1780,sweat,water; water droplets; water pistol; dry; clothesline,水,1,sweat,
軒,1781,flats,car; dry; clothesline,,0,flats,
岸,1782,beach,mountain; cliff; dry; clothesline,cliff,1,beach,
幹,1783,tree trunk,mist; ten; needle; early; sun; umbrella; dry; clothesline,十|日,2,tree trunk,
芋,1784,potato,flowers,,0,potato,
宇,1785,eaves,house; potato,,0,eaves,
余,1786,too much,umbrella; potato; small,小,1,too much,
除,1787,exclude,pinnacle; parthenon; acropolis; scales; too much; umbrella; potato; small,小,1,exclude,
徐,1788,gradually,Nelson; column; going; line; scales; too much; umbrella; potato; small,一|小,2,gradually,
叙,1789,confer,scales; too much; umbrella; potato; small; crotch,小,1,confer,
途,1790,route,scales; too much; umbrella; potato; small; road,小,1,route,
斜,1791,diagonal,scales; too much; umbrella; potato; small; mmeasuring cup; big dipper; The Plough; drop; ten; needle,小|丶|十,3,diagonal,
塗,1792,paint,water; water droplets; water pistol; scales; too much; umbrella; potato; small; soil; dirt; ground,水|小|土,3,paint,
束,1793,bundle,Chaplin; tree; wood; mouth,木|口,2,bundle,
頼,1794,trust,bundle; Chaplin; tree; wood; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,木|口|一|丶|貝|目|legs|split,8,trust,
瀬,1795,rapids,water; water droplets; water pistol; trust; bundle; Chaplin; tree; wood; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,水|木|口|一|丶|貝|目|legs|split,9,rapids,
勅,1796,imperial order,bundle; Chaplin; tree; wood; mouth; power; muscle; arnold,木|口,2,imperial order,
疎,1797,alienate,zoo; critters; stop; footprint; bundle; Chaplin; tree; wood; mouth,木|口,2,alienate,
辣,1798,bitter,,,0,bitter,
速,1799,quick,bundle; Chaplin; tree; wood; mouth; road,木|口,2,quick,
整,1800,organize,organise; bundle; Chaplin; tree; wood; mouth; taskmaster; correct; one; ceiling; stop; footprint,木|口|一,3,organize,
剣,1801,saber,sabre; awl; fit; meeting; umbrella; mouth; person; sword; sabre,口|人,2,saber,
険,1802,precipitous,pinnacle; parthenon; acropolis; awl; fit; meeting; umbrella; mouth; person,口|人,2,precipitous,
検,1803,examination,tree; wood; awl; fit; meeting; umbrella; mouth; person,木|口|人,3,examination,
倹,1804,frugal,person; awl; fit; meeting; umbrella; mouth; person,人|口,2,frugal,
重,1805,heavy,thousand; computer; rice field; brains; soil; dirt; ground,田|土,2,heavy,
動,1806,move,heavy; thousand; ri; computer; power; muscle; arnold,,0,move,
腫,1807,tumor,tumour; moon; heavy; thousand; ri; computer,月,2,tumor,
勲,1808,meritorious deed,move; heavy; thousand; ri; computer; power; muscle; arnold; oven-fire; barbecue,,0,meritorious deed,
働,1809,work,person; move; heavy; thousand; ri; computer; power; muscle; arnold,人,1,work,
種,1810,species,wheat; cereal; heavy; thousand; ri; computer,,0,species,
衝,1811,collide,boulevard; going; heavy; thousand; ri; computer,,0,collide,
薫,1812,fragrant,flowers; heavy; thousand; ri; computer; oven-fire; barbecue,,0,fragrant,
病,1813,ill,sickness; hospital; third class; one; ceiling; inside,一,1,ill,
痴,1814,stupid,sickness; hospital; know; dart; drop; heavens; mouth,丶|口,2,stupid,
痘,1815,pox,sickness; hospital; beans; table; one; mouth,一|口,2,pox,
症,1816,symptoms,sickness; hospital; correct; one; ceiling; stop; footprint,一,1,symptoms,
瘍,1817,carbuncle,,,0,carbuncle,
痩,1818,lose weight,sickness; hospital; Buddha’s hand; monkey; sun; stick; crotch,日,1,lose weight,
疾,1819,rapidly,sickness; hospital; dart; drop; heavens,丶,1,rapidly,
嫉,1820,envy,woman; rapidly; sickness; hospital; dart; drop; heavens,女|丶,2,envy,
痢,1821,diarrhea,sickness; hospital; profit; wheat; cereal; sword; sabre; saber,,0,diarrhea,
痕,1822,scar,sickness; hospital; silver,,0,scar,
疲,1823,tired,exhausted; sickness; hospital; pelt; branch; ten; needle; crotch; hook,十|乙,2,tired,
疫,1824,epidemic,sickness; hospital; cruise missile; missile; wind; crotch,,0,epidemic,
痛,1825,pain,sickness; hospital; pogo stick; chop-seal; hanko; utilise; utilize,,0,pain,
癖,1826,mannerism,sickness; hospital; ketchup; flag; mouth; spicy; stand up; vase; ten; needle,口|十,2,mannerism,
匿,1827,hide,box; young; flowers; right; by one’s side; mouth,口,1,hide,
匠,1828,artisan,box; axe,,0,artisan,
医,1829,doctor,box; dart; drop; heavens,丶,1,doctor,
匹,1830,equal,box; human legs,legs,1,equal,
区,1831,ward,box; sheaf,,0,ward,
枢,1832,hinge,tree; wood; ward; box; sheaf,木,1,hinge,
殴,1833,assault,ward; box; sheaf; missile; cruise missile; wind; crotch,,0,assault,
欧,1834,Europe,europe; ward; box; sheaf; lack; yawn,,0,Europe,
抑,1835,repress,finger; fingers; stamp album; box; stamps,,0,repress,
仰,1836,faceup,face up; person; stamp album; box; stamps,人,1,faceup,
迎,1837,welcome,stamp album; box; stamps; road,,0,welcome,
登,1838,ascend,teepee; wigwam; beans; table; one; mouth,一|口,2,ascend,
澄,1839,lucidity,water; water droplets; water pistol; ascend; teepee; wigwam; beans; table; one; mouth,水|一|口,3,lucidity,
発,1840,discharge,teepee; wigwam; two; human legs,一|legs,2,discharge,
廃,1841,abolish,cave; dicharge; teepee; wigwam; two; human legs,一|legs,2,abolish,
僚,1842,colleague,person; pup tent; large; St. Bernard; sun; small; little,人|日|小,3,colleague,
瞭,1843,obvious,eye; pup tent; large; St. Bernard; sun; small; little,目|日|小,3,obvious,
寮,1844,dormitory,house; pup tent; large; St. Bernard; sun; small; little,日|小,2,dormitory,
療,1845,heal,sickness; hospital; pup tent; large; St. Bernard; sun; small; little,日|小,2,heal,
彫,1846,carve,circumference; running track; glass hood; earthenware jar; lidded crock; soil; dirt; ground; mouth; shape,土|口,2,carve,
形,1847,shape,two hands,,0,shape,
影,1848,shadow,scenery; sun; capital; tall; top hat; mouth; small; little; shape,日|lid|口|小,4,shadow,
杉,1849,cedar,tree; wood; shape,木,1,cedar,
彩,1850,coloring,claw; vulture; grab; tree; wood; shape,木,1,coloring,
彰,1851,patent,badge; vase; stand up; sunflower; early; sun; ten; needle; shape,日|十,2,patent,
彦,1852,lad,vase; stand up; cliff; shape,cliff,1,lad,
顔,1853,face,lad; vase; stand up; cliff; shape; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,cliff|一|丶|貝|目|legs|split,7,face,
須,1854,ought,shape; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,一|丶|貝|目|legs|split,6,ought,
膨,1855,swell,moon; drum; samurai; beans; table; one; mouth; shape,月|一|口,4,swell,
参,1856,visit,nonplussed; elbow; large; St. Bernard; shape,,0,visit,
惨,1857,wretched,Freud; state of mind; nonplussed; visit; elbow; large; St. Bernard; shape,,0,wretched,
修,1858,discipline,person; stick; fred astaire; taskmaster; shape,人,1,discipline,
珍,1859,rare,king; jewel; ball; parasol; umbrella; shape,ball,1,rare,
診,1860,checkup,check up; say; words; keitai; mouth; parasol; umbrella; shape,口,1,checkup,
文,1861,sentence,plaid; kilt; Billy Connolly,,0,sentence,
対,1862,vis-a-vis,sentence; plaid; kilt; Billy Connolly; glue,,0,vis-a-vis,
紋,1863,family crest,thread; spiderman; sentence; plaid; kilt; Billy Connolly,糸,1,family crest,
蚊,1864,mosquito,insect; sentence; sentence; plaid; kilt; Billy Connolly,,0,mosquito,
斑,1865,speckled,king; jewel; ball; sentence; plaid; kilt; Billy Connolly,ball,1,speckled,
斉,1866,adjusted,sentence; plaid; kilt; Billy Connolly; two; fenceposts; cabers,一,1,adjusted,
剤,1867,dose,adjust; adjusted; sentence; plaid; kilt; Billy Connolly; two; fenceposts; cabers; sword; sabre; saber,一,1,dose,
済,1868,finish,water; water droplets; water pistol; adjust; adjusted; sentence; plaid; kilt; Billy Connolly; two; fenceposts; cabers,水|一,2,finish,
斎,1869,purification,sentence; plaid; kilt; Billy Connolly; fenceposts; cabers; altar; show; two; small,一|小,2,purification,
粛,1870,solemn,rake; fenceposts; cabers; rice,,0,solemn,
塁,1871,bases,rice field; brains; sparkler; soil; dirt; ground,田|土,2,bases,
楽,1872,music,white; dove; sparkler; tree; wood,木,1,music,
薬,1873,medicine,flowers; music; white; dove; sparkler; tree; wood,木,1,medicine,
率,1874,ratio,mysterious; question mark; top hat; cocoon; sparkler; ten; needle,lid|十,2,ratio,
渋,1875,astringent,water; water droplets; water pistol; stop; footprint; sparkler,水,1,astringent,
摂,1876,vicarious,finger; fingers; ear; sparkler,,0,vicarious,
央,1877,center,large; St. Bernard; box body,,0,center,
英,1878,England,flowers; centre; center; large; St. Bernard,,0,England,
映,1879,reflect,sun; centre; center; large; St. Bernard,日,1,reflect,
赤,1880,red,soil; dirt; ground; sword; dagger; small,土|小,2,red,
